categoria,video,frame,persona_id,velocidad_media,x_0,x_1,x_2,x_3,x_4,x_5,x_6,x_7,x_8,x_9,x_10,x_11,x_12,x_13,x_14,x_15,x_16,y_0,y_1,y_2,y_3,y_4,y_5,y_6,y_7,y_8,y_9,y_10,y_11,y_12,y_13,y_14,y_15,y_16
violencia_limpios,V_240.mp4,0,0,0.0,218.33,224.72,227.5,217.71,223.19,213.39,197.28,191.81,197.82,192.35,133.06,170.76,131.98,177.78,69.91,263.58,76.39,259.8,115.25,438.95,143.85,337.5,12.17,311.06,12.17,233.36,215.63,279.77,70.45,431.94,113.63,437.33,112.01,441.11
violencia_limpios,V_240.mp4,0,1,0.0,76.36,304.86,82.82,302.16,71.52,302.7,1.54,267.61,80.67,304.86,8.54,334.02,8.54,325.38,59.14,424.19,54.29,618.56,51.6,611.55,56.98,614.25,1.54,319.44,49.45,319.44,64.52,425.81,61.29,429.05,52.14,602.91,56.98,612.09
violencia_limpios,V_240.mp4,10,0,107.20899963378906,241.27,209.92,260.16,169.43,259.62,163.49,220.76,131.64,225.08,133.26,130.08,294.14,117.67,287.12,245.59,383.22,241.81,385.92,223.46,263.91,82.59,407.51,49.12,237.45,2.7,236.37,47.5,394.02,90.14,379.44,48.58,541.4,52.36,543.02
violencia_limpios,V_240.mp4,10,1,110.2249984741211,32.99,234.45,54.02,227.98,18.97,227.44,13.57,199.39,7.64,199.39,0.63,250.09,6.56,257.11,70.73,381.72,89.07,381.18,89.61,410.85,98.78,404.92,62.65,239.31,0.63,241.46,45.93,388.73,89.61,375.79,105.79,398.44,49.7,550.57
violencia_limpios,V_240.mp4,20,0,153.8433074951172,93.63,437.9,2.48,232.92,122.22,233.46,13.8,237.78,19.2,403.38,2.48,246.41,2.48,243.17,38.08,389.36,42.39,390.97,33.22,554.42,35.38,555.5,2.48,216.74,2.48,216.74,37.54,381.8,45.09,389.36,35.38,562.51,37.0,563.05
violencia_limpios,V_240.mp4,20,1,119.43820190429688,219.02,219.62,232.5,210.99,228.73,208.83,208.23,177.54,214.16,178.08,164.53,197.5,158.59,198.58,37.74,391.75,147.26,364.23,197.98,376.65,2.14,243.37,2.14,236.35,2.14,245.53,42.6,393.37,48.53,392.83,33.97,573.06,36.13,555.79
violencia_limpios,V_240.mp4,20,2,0.0,222.62,219.88,231.79,212.87,227.47,209.1,209.67,176.73,216.14,180.51,169.74,218.26,161.1,206.94,164.88,338.54,164.34,339.08,205.89,374.68,142.76,416.75,264.71,387.09,395.29,385.47,335.94,328.3,337.02,325.06,267.41,371.99,395.29,387.09
violencia_limpios,V_240.mp4,30,0,138.43760681152344,216.38,253.34,225.57,246.33,224.49,239.32,196.4,218.28,197.48,219.36,160.75,196.17,123.47,258.74,55.41,376.86,108.35,356.37,186.13,450.22,185.59,450.76,1.93,212.89,1.93,471.26,23.54,389.81,15.44,393.59,183.43,458.85,127.25,471.26
violencia_limpios,V_240.mp4,40,0,283.0614013671875,46.06,489.87,24.6,639.82,39.62,483.39,3.15,710.48,3.15,420.82,10.12,440.78,9.05,440.78,44.98,535.18,43.91,534.64,25.14,633.35,9.05,502.27,17.09,670.03,6.9,596.67,9.05,637.66,17.09,689.44,24.07,710.48,23.53,710.48
violencia_limpios,V_240.mp4,40,1,0.0,235.76,210.07,246.03,204.67,230.36,194.96,231.44,204.67,200.11,186.32,222.8,222.49,134.21,221.41,229.82,270.0,165.0,192.26,228.2,323.45,173.64,310.49,203.35,323.45,175.81,323.45,206.06,323.45,197.95,323.45,188.23,298.61,202.81,323.45
violencia_limpios,V_240.mp4,40,2,0.0,236.71,209.5,244.81,203.03,230.77,194.94,245.89,210.58,199.99,183.61,180.0,250.49,125.45,218.67,231.31,273.15,55.24,274.77,228.61,336.26,163.26,309.83,22.3,361.07,67.12,376.18,204.31,334.64,21.75,181.99,215.65,400.45,9.87,298.5
violencia_limpios,V_240.mp4,40,3,0.0,237.92,209.69,244.94,201.6,230.36,195.12,244.4,212.93,198.5,185.41,221.18,240.45,127.22,219.41,231.98,272.83,155.84,485.43,227.66,342.97,158.0,308.44,157.46,348.91,144.5,342.97,239.54,474.1,243.86,473.56,173.12,453.59,99.68,447.66
violencia_limpios,V_240.mp4,50,0,336.4180908203125,253.58,221.06,249.26,248.05,221.19,248.59,254.66,239.41,192.04,222.14,228.75,272.34,142.38,278.81,251.96,329.01,105.13,355.99,237.39,263.7,179.63,402.41,242.24,387.29,160.73,437.49,305.4,386.21,397.71,499.55,368.02,487.14,397.71,508.19
violencia_limpios,V_240.mp4,50,1,50.48749923706055,253.05,221.25,258.99,214.24,245.49,207.77,189.33,224.49,190.95,223.95,230.91,271.96,158.01,272.5,254.67,324.29,164.49,319.98,235.77,260.1,237.39,261.17,229.29,332.93,152.07,332.93,271.95,332.93,169.35,315.66,257.37,332.93,152.07,332.93
violencia_limpios,V_240.mp4,60,0,172.322998046875,282.6,253.62,296.62,243.9,280.98,237.96,175.8,465.27,245.38,213.67,4.27,220.15,158.54,205.57,92.19,364.85,139.66,363.23,257.78,364.85,256.7,365.92,4.27,212.05,4.27,220.15,93.81,358.91,92.73,365.92,44.72,517.64,40.95,523.04
violencia_limpios,V_240.mp4,60,1,175.81080627441406,112.95,243.4,117.8,242.32,152.79,200.24,4.72,180.28,135.56,200.78,4.72,229.38,10.1,228.84,81.72,359.93,86.56,359.93,100.03,511.53,100.03,512.61,25.72,228.3,19.26,221.28,89.26,359.39,89.8,368.02,99.49,508.83,41.33,523.94
violencia_limpios,V_240.mp4,60,2,0.0,216.11,459.06,222.05,449.9,130.76,415.97,136.17,421.35,178.3,461.75,165.88,436.97,210.71,516.15,262.57,404.65,94.57,455.82,95.65,504.84,95.65,505.38,250.14,455.29,181.0,467.67,384.11,461.75,383.57,461.75,310.1,378.8,310.1,378.8
