categoria,video,frame,persona_id,velocidad_media,x_0,x_1,x_2,x_3,x_4,x_5,x_6,x_7,x_8,x_9,x_10,x_11,x_12,x_13,x_14,x_15,x_16,y_0,y_1,y_2,y_3,y_4,y_5,y_6,y_7,y_8,y_9,y_10,y_11,y_12,y_13,y_14,y_15,y_16
noViolencia,NV_181.mp4,0,0,0.0,318.17,120.5,321.52,116.67,315.29,116.67,328.24,116.67,311.93,117.63,342.15,136.32,305.69,136.8,355.1,162.2,300.42,161.24,347.9,170.82,304.74,175.61,339.75,185.68,313.85,186.16,363.73,210.6,303.3,216.83,376.68,247.5,305.69,250.38
noViolencia,NV_181.mp4,10,0,26.744800567626953,344.73,141.65,348.56,138.78,342.81,138.78,356.7,138.78,339.94,138.78,369.16,155.55,335.62,155.07,368.68,182.39,326.04,175.2,358.14,194.85,323.65,187.18,361.97,202.51,337.54,201.56,370.6,233.67,314.54,226.96,371.56,243.25,311.19,255.23
noViolencia,NV_181.mp4,20,0,60.69219970703125,301.32,104.22,304.68,100.86,299.4,100.86,312.83,100.86,297.0,100.38,323.38,111.89,289.81,111.89,334.89,136.34,276.86,133.47,319.06,135.38,273.98,151.69,330.57,144.49,291.25,155.52,339.69,170.39,281.65,181.89,348.8,203.47,275.9,206.83
noViolencia,NV_181.mp4,30,0,49.966400146484375,292.0,63.11,294.88,59.28,290.08,59.28,302.06,56.88,287.21,57.36,315.0,69.81,286.25,65.5,320.74,92.79,280.02,79.38,305.41,99.97,280.98,99.49,319.31,92.79,300.14,92.31,326.49,121.99,290.56,101.88,341.34,148.31,276.19,157.41
noViolencia,NV_181.mp4,40,0,82.72779846191406,312.64,140.07,315.03,136.24,310.73,136.24,318.85,136.72,306.43,138.15,326.49,150.14,302.6,150.62,332.23,156.38,298.78,171.72,325.06,149.66,300.22,192.34,328.41,177.0,313.12,176.52,334.14,204.33,308.82,194.74,347.04,227.83,348.0,228.31
noViolencia,NV_181.mp4,50,0,31.88629913330078,348.81,142.73,351.68,139.86,346.89,139.38,355.99,139.38,344.02,138.9,362.7,149.91,339.23,147.04,365.09,170.01,331.08,164.27,350.72,180.06,328.21,181.02,358.86,177.67,341.14,175.75,364.13,198.73,323.42,192.98,367.01,222.18,339.71,208.3
noViolencia,NV_181.mp4,60,0,29.83449935913086,379.23,119.53,382.09,117.61,377.32,117.13,384.48,117.61,372.55,116.17,387.82,128.63,362.05,125.75,392.12,144.44,351.07,142.52,375.41,159.77,355.36,156.41,376.84,159.77,359.18,157.85,383.53,183.24,343.91,179.41,383.53,211.02,340.09,206.71
noViolencia,NV_181.mp4,70,0,23.45680046081543,356.44,105.76,359.3,103.37,354.54,102.41,361.69,103.85,350.25,101.93,365.5,117.73,339.76,114.86,365.97,143.11,332.61,134.49,352.15,152.69,333.57,149.82,358.35,154.61,338.81,154.61,364.54,180.46,324.04,171.85,365.5,205.37,319.75,196.27
noViolencia,NV_181.mp4,70,1,0.0,13.34,38.52,15.74,36.13,11.42,36.13,18.61,38.05,8.07,38.05,25.8,52.41,0.88,50.98,29.63,71.57,0.88,70.61,24.84,86.42,8.07,81.63,20.05,90.25,5.19,90.25,20.05,119.47,6.63,119.47,20.53,149.64,7.11,148.21
noViolencia,NV_181.mp4,80,0,35.99399948120117,319.19,105.05,321.58,102.66,316.8,102.66,323.97,103.14,312.03,102.66,328.28,118.01,301.99,116.09,331.62,136.72,294.82,135.28,327.32,150.15,297.21,150.15,322.06,153.03,304.38,153.51,332.1,177.02,288.13,172.7,330.67,208.69,280.0,199.09
noViolencia,NV_181.mp4,80,1,38.29899978637695,0.44,2.3,0.44,2.3,0.44,2.3,2.32,2.3,0.44,2.3,9.81,14.27,11.69,14.27,14.03,33.41,14.97,33.41,9.34,47.76,8.41,49.68,3.72,52.07,3.72,53.51,4.19,83.66,3.72,84.13,5.6,111.89,5.6,111.89
noViolencia,NV_181.mp4,90,0,37.28129959106445,283.54,95.93,285.93,93.54,281.15,93.54,288.31,93.54,275.9,91.62,292.61,107.9,264.91,105.5,297.39,127.05,254.88,125.13,290.22,139.97,258.23,139.49,285.93,146.2,265.39,145.24,291.18,172.05,252.97,172.05,300.25,200.29,247.24,200.77
noViolencia,NV_181.mp4,100,0,19.626800537109375,258.8,92.67,261.68,90.28,256.41,90.28,264.55,90.76,252.09,90.28,271.26,105.12,242.99,104.65,278.45,125.24,236.76,126.67,273.66,131.46,243.95,137.21,269.82,144.87,249.22,145.35,277.01,166.9,235.8,169.29,284.2,201.38,230.53,198.5
