categoria,video,frame,persona_id,velocidad_media,x_0,x_1,x_2,x_3,x_4,x_5,x_6,x_7,x_8,x_9,x_10,x_11,x_12,x_13,x_14,x_15,x_16,y_0,y_1,y_2,y_3,y_4,y_5,y_6,y_7,y_8,y_9,y_10,y_11,y_12,y_13,y_14,y_15,y_16
noViolencia,NV_646.mp4,0,0,0.0,130.88,108.62,151.87,94.35,125.56,82.6,169.22,128.2,114.93,86.52,187.41,220.5,79.67,205.96,197.2,220.5,59.24,220.5,121.08,172.67,120.24,172.39,208.4,220.5,59.24,220.5,189.65,220.5,59.24,220.5,197.2,220.5,90.58,198.96
noViolencia,NV_646.mp4,10,0,16.041400909423828,140.64,111.83,159.94,97.84,135.6,84.68,178.12,131.14,122.73,89.44,189.31,221.54,86.93,199.99,196.3,221.54,59.8,221.54,59.8,221.54,59.8,221.54,174.48,199.43,59.8,221.54,190.14,221.54,59.8,221.54,195.74,221.54,100.08,195.79
noViolencia,NV_646.mp4,20,0,36.40019989013672,139.12,97.3,156.2,77.98,130.16,76.59,179.72,108.77,120.92,92.82,187.0,220.44,86.49,197.77,60.73,220.44,60.17,220.44,147.8,180.14,150.32,178.18,182.52,220.44,185.32,201.41,190.08,220.44,57.93,220.44,192.88,220.44,149.76,177.9
noViolencia,NV_646.mp4,30,0,40.542198181152344,123.62,112.67,138.45,88.6,114.66,87.2,162.8,109.03,104.3,100.08,187.71,219.9,81.63,196.38,194.43,219.9,59.52,219.9,58.96,219.9,57.56,219.9,207.31,219.9,64.84,219.9,188.83,219.9,59.52,219.9,196.39,219.9,58.96,219.9
noViolencia,NV_646.mp4,40,0,19.65239906311035,120.11,107.3,135.79,86.04,110.32,86.32,159.86,107.3,100.8,98.91,191.49,219.21,80.37,202.14,193.73,219.21,66.93,219.21,204.36,219.21,130.75,219.21,204.36,219.21,79.81,200.46,186.45,219.21,62.17,219.21,198.2,219.21,92.96,197.1
noViolencia,NV_646.mp4,50,0,31.94219970703125,132.56,93.6,146.0,74.0,119.96,80.16,169.23,97.24,109.88,112.08,195.83,219.59,86.65,196.91,210.1,219.59,63.98,219.59,134.24,177.31,63.7,219.59,210.1,219.59,67.05,219.59,190.51,219.59,134.24,19.97,192.47,219.59,64.26,219.59
noViolencia,NV_646.mp4,60,0,20.2185001373291,140.97,95.44,156.36,78.1,132.29,75.3,180.16,107.48,119.41,90.41,214.31,219.96,91.7,192.54,214.31,219.96,65.11,219.96,135.93,173.79,65.11,219.96,214.31,219.96,72.67,219.96,191.63,219.96,64.83,219.96,197.51,219.96,67.35,211.85
noViolencia,NV_646.mp4,70,0,22.765499114990234,134.54,106.36,153.86,86.5,128.67,79.23,175.97,116.43,116.91,85.66,193.88,220.75,89.48,189.43,212.91,220.75,63.74,220.75,63.46,220.75,62.62,220.75,69.33,220.75,89.76,191.38,192.48,220.75,55.62,220.75,198.92,220.75,98.16,189.15
noViolencia,NV_646.mp4,80,0,15.35990047454834,130.96,99.14,149.41,82.36,123.97,75.09,171.51,110.04,113.9,83.2,194.16,219.95,78.95,203.45,209.54,219.95,56.57,219.95,122.85,168.21,122.01,165.97,69.72,219.95,70.56,212.11,190.8,219.95,56.57,219.95,198.35,219.95,92.65,192.82
noViolencia,NV_646.mp4,90,0,13.66100025177002,131.89,106.87,150.05,88.13,124.9,80.85,172.14,115.55,115.12,85.33,195.89,221.04,79.62,209.29,197.01,221.04,66.2,221.04,128.25,182.15,144.46,178.79,169.34,199.22,82.42,205.37,187.23,221.04,58.38,221.04,197.01,221.04,103.38,194.18
noViolencia,NV_646.mp4,100,0,17.675600051879883,138.34,108.93,155.95,89.91,129.95,82.91,176.63,117.6,119.89,90.47,212.13,220.55,88.58,202.37,212.13,220.55,70.41,220.55,212.13,220.55,70.41,220.55,178.59,202.93,91.09,202.65,189.77,220.55,70.41,220.55,205.7,220.55,100.04,195.37
noViolencia,NV_646.mp4,110,0,19.81220054626465,142.29,109.15,158.24,92.36,133.9,85.08,180.63,119.78,123.82,97.4,210.85,220.24,87.17,209.89,210.85,220.24,69.26,220.24,144.25,187.5,69.26,220.24,81.57,220.24,93.04,208.77,190.98,220.24,69.26,220.24,100.04,201.5,109.27,197.58
noViolencia,NV_646.mp4,120,0,23.40530014038086,146.13,112.5,163.48,93.47,138.29,89.28,183.64,125.09,127.37,97.11,208.84,212.95,94.33,198.4,220.6,220.22,75.29,220.22,140.81,174.34,138.57,174.06,220.6,220.22,80.61,220.22,220.6,220.22,75.85,220.22,94.61,190.57,78.37,210.71
noViolencia,NV_646.mp4,130,0,27.165300369262695,150.59,119.46,166.25,104.63,142.48,99.03,187.78,134.86,132.41,108.83,214.07,212.69,96.33,200.09,220.5,220.24,75.64,220.24,158.14,202.33,75.36,220.24,220.5,220.24,220.5,220.24,220.5,220.24,78.71,211.57,220.5,220.24,75.36,220.24
noViolencia,NV_646.mp4,140,0,84.43250274658203,80.14,75.96,87.98,59.74,70.35,62.26,100.56,63.1,60.0,68.13,126.3,144.19,39.02,140.84,139.16,220.53,24.48,212.42,101.96,220.53,18.89,220.53,110.07,220.53,52.73,220.53,147.28,220.53,13.01,220.53,147.28,220.53,23.36,220.53
noViolencia,NV_646.mp4,140,1,0.0,173.48,146.46,170.4,115.4,168.17,115.68,167.89,99.46,168.17,99.18,172.64,214.44,172.36,207.45,223.86,0.7,186.92,84.35,156.41,222.83,147.73,222.83,165.09,222.83,165.65,222.83,159.77,222.83,186.36,36.23,159.77,222.83,182.72,192.34
