categoria,video,frame,persona_id,velocidad_media,x_0,x_1,x_2,x_3,x_4,x_5,x_6,x_7,x_8,x_9,x_10,x_11,x_12,x_13,x_14,x_15,x_16,y_0,y_1,y_2,y_3,y_4,y_5,y_6,y_7,y_8,y_9,y_10,y_11,y_12,y_13,y_14,y_15,y_16
violencia_limpios,V_792.mp4,0,0,0.0,326.32,196.49,332.31,193.5,324.32,193.0,345.29,197.48,322.33,195.49,354.77,223.42,315.34,223.42,371.24,247.85,303.86,250.84,351.77,250.84,296.87,244.36,348.78,282.26,320.33,282.76,360.26,313.68,313.84,320.16,372.74,333.63,308.85,348.09
violencia_limpios,V_792.mp4,10,0,14.786700248718262,332.2,189.67,337.18,186.18,331.71,185.18,350.63,189.67,331.21,187.67,361.09,215.64,329.22,212.64,373.05,244.61,321.25,242.61,354.12,249.1,323.74,275.07,361.09,281.56,333.7,279.56,368.56,321.51,332.7,318.52,384.01,348.48,340.17,355.47
violencia_limpios,V_792.mp4,20,0,56.83290100097656,288.43,204.85,293.41,201.36,287.93,200.86,307.86,205.35,287.43,201.86,313.34,228.81,286.94,225.32,312.85,265.74,277.47,251.77,286.94,262.75,289.92,226.31,300.39,290.69,281.95,288.2,289.43,341.1,268.5,335.11,322.31,367.55,262.02,367.55
violencia_limpios,V_792.mp4,30,0,125.07009887695312,182.56,200.04,181.56,194.54,181.56,195.04,152.13,198.54,179.56,198.54,127.69,237.02,190.04,233.52,118.71,289.48,200.51,287.48,134.17,300.97,199.01,294.48,143.15,325.46,177.07,321.96,173.58,368.43,203.0,370.43,173.08,377.42,173.58,377.42
violencia_limpios,V_792.mp4,30,1,0.0,243.42,208.16,248.88,205.16,242.92,204.66,263.28,211.66,241.43,208.16,273.21,234.64,241.43,230.64,267.25,260.62,231.5,240.63,258.32,237.14,227.03,263.12,264.77,292.09,241.93,288.6,260.3,321.57,238.45,318.57,249.87,343.55,234.48,359.04
violencia_limpios,V_792.mp4,40,0,75.34130096435547,262.45,199.46,230.49,188.98,261.45,192.47,232.49,193.47,259.45,193.97,223.5,221.94,257.45,233.42,259.95,274.87,256.95,278.87,257.45,225.43,269.44,301.34,206.52,308.83,240.98,327.31,225.0,363.27,263.45,371.76,217.51,371.76,219.01,371.76
violencia_limpios,V_792.mp4,40,1,276.15240478515625,113.47,495.71,119.97,487.73,114.97,488.73,109.48,499.2,113.97,498.7,105.98,534.6,55.05,464.3,55.05,542.08,55.05,542.08,72.53,519.64,76.02,519.14,150.93,498.7,112.98,514.65,167.91,413.44,347.18,503.19,192.38,494.21,259.79,488.73
violencia_limpios,V_792.mp4,50,0,39.58639907836914,232.23,198.19,233.22,193.71,233.72,193.21,235.21,196.7,256.11,192.71,236.71,219.13,266.56,209.16,227.25,252.54,281.98,235.59,216.31,261.51,292.43,295.92,256.11,283.45,283.97,282.45,239.69,320.84,275.02,320.84,267.06,308.38,292.43,305.39
violencia_limpios,V_792.mp4,60,0,38.39350128173828,268.33,207.35,270.32,203.85,269.32,203.85,276.3,204.35,293.75,203.85,267.83,230.84,316.69,226.84,259.35,264.32,331.64,251.33,266.83,278.82,327.65,301.31,284.28,301.31,315.69,300.81,270.82,342.29,288.27,342.29,275.31,342.29,319.68,315.8
violencia_limpios,V_792.mp4,60,1,0.0,246.81,243.5,249.8,240.51,242.32,240.51,246.31,243.5,233.83,242.5,259.29,264.93,225.84,266.43,261.79,297.83,203.88,280.88,256.79,321.76,205.38,295.34,249.8,321.76,224.35,322.76,223.35,347.68,220.85,348.18,249.31,370.61,220.85,370.11
violencia_limpios,V_792.mp4,60,2,0.0,250.43,429.25,253.43,424.75,244.94,420.25,256.43,425.75,199.49,414.75,139.56,398.75,139.06,473.75,15.71,535.74,200.49,445.25,221.97,434.75,259.42,401.25,43.67,459.75,154.54,522.74,158.54,412.75,140.56,479.75,214.47,435.25,210.48,437.25
violencia_limpios,V_792.mp4,70,0,18.447099685668945,268.7,208.39,269.7,204.89,268.7,204.39,274.18,208.89,293.62,205.39,283.65,236.38,306.57,217.89,282.65,271.87,326.01,219.39,281.16,294.37,285.64,293.87,305.58,297.87,329.5,293.37,277.17,333.86,297.1,325.36,276.67,376.35,300.1,363.85
violencia_limpios,V_792.mp4,70,1,36.872100830078125,252.98,221.12,257.95,217.12,251.99,217.12,269.38,219.12,248.01,219.12,273.36,236.1,248.01,235.1,270.87,263.58,239.56,253.59,248.01,263.08,232.11,231.61,262.92,284.57,245.53,280.57,267.39,318.54,245.53,315.05,256.46,349.02,224.65,361.01
violencia_limpios,V_792.mp4,70,2,119.0188980102539,318.6,362.88,334.09,362.88,29.78,498.01,29.78,508.48,101.23,489.03,302.11,453.63,200.17,407.26,139.21,482.05,139.71,483.05,245.64,417.23,392.05,473.58,165.69,441.17,179.18,430.2,141.21,478.56,152.2,404.27,244.64,417.23,392.05,477.07
violencia_limpios,V_792.mp4,80,0,44.29330062866211,327.56,205.8,314.59,202.81,337.54,201.81,315.59,202.81,336.54,201.81,312.6,228.26,357.0,224.27,305.61,267.7,370.47,234.25,304.11,296.15,357.5,246.73,323.07,296.15,354.01,294.15,300.62,339.57,339.54,321.6,334.05,328.09,336.54,327.59
violencia_limpios,V_792.mp4,80,1,191.226806640625,288.01,333.73,334.01,321.75,282.01,321.75,341.51,321.75,25.04,487.4,253.02,435.02,57.54,503.37,168.02,453.48,299.51,340.71,237.02,395.1,242.02,391.61,89.53,519.34,25.04,538.3,146.03,457.47,134.03,402.58,167.02,448.99,64.04,453.98
violencia_limpios,V_792.mp4,90,0,35.034698486328125,313.36,221.95,317.86,217.46,308.86,217.46,301.87,222.45,325.85,222.95,298.87,249.93,339.34,246.94,296.37,289.9,344.34,274.91,285.38,311.89,305.36,299.9,312.86,317.88,337.84,321.38,280.88,359.35,329.35,362.85,279.88,360.85,280.88,358.35
violencia_limpios,V_792.mp4,90,1,129.2530975341797,245.92,335.62,251.41,331.15,247.92,330.15,258.88,332.64,245.92,330.65,265.86,344.56,266.86,340.09,246.42,354.0,228.97,344.56,236.95,360.96,251.41,324.19,254.9,370.89,254.4,363.44,228.97,345.06,223.49,355.99,192.58,345.06,192.58,345.55
violencia_limpios,V_792.mp4,100,0,267.090087890625,44.02,176.59,48.0,173.1,40.05,173.6,57.43,170.1,36.08,173.1,67.86,192.07,38.06,192.57,65.38,220.53,21.67,207.55,45.51,211.05,31.11,210.05,65.38,249.5,42.53,248.5,67.86,285.45,38.56,282.95,84.75,329.4,55.45,323.9
violencia_limpios,V_792.mp4,100,1,128.86770629882812,292.71,175.17,296.69,171.18,294.2,169.18,307.14,175.67,306.14,175.17,317.59,209.63,321.57,200.14,315.1,256.57,310.12,252.08,289.22,280.04,291.22,274.05,335.5,281.04,318.09,274.55,325.05,337.97,293.7,322.49,325.55,385.91,308.63,368.43
violencia_limpios,V_792.mp4,100,2,0.0,287.37,306.24,296.34,318.2,227.12,331.15,227.12,335.14,228.12,332.65,296.34,306.24,287.37,311.23,272.43,316.71,272.93,317.2,235.09,338.13,235.09,337.63,296.34,334.64,296.34,332.15,270.94,322.68,272.43,315.71,234.59,340.12,236.08,337.63
violencia_limpios,V_792.mp4,100,3,0.0,151.31,485.28,136.85,470.8,139.84,471.8,102.44,455.32,102.44,457.32,59.55,479.29,131.36,511.74,27.13,536.21,27.63,543.7,27.63,543.7,132.36,504.25,27.63,543.7,38.6,543.7,135.35,506.75,131.86,504.75,27.13,543.7,100.44,527.22
violencia_limpios,V_792.mp4,110,0,45.700801849365234,18.46,141.5,20.46,137.0,18.96,137.0,28.46,140.0,45.44,133.0,37.45,161.5,67.43,150.5,9.47,168.49,84.91,183.99,21.96,158.0,84.91,216.48,57.43,214.98,61.43,215.48,78.42,252.47,64.43,258.47,70.42,295.96,34.95,298.96
violencia_limpios,V_792.mp4,110,1,207.98399353027344,98.87,134.73,99.86,131.24,118.32,119.26,115.83,126.25,133.28,125.75,107.85,142.22,137.27,142.72,99.37,168.66,137.77,175.15,88.89,164.17,125.3,175.65,106.35,200.1,127.3,199.6,95.38,236.53,119.32,243.02,124.8,287.43,129.79,272.46
violencia_limpios,V_792.mp4,110,2,122.51010131835938,256.82,121.37,260.82,118.87,259.32,116.87,269.8,128.37,283.78,128.87,273.3,167.35,287.28,158.35,271.3,214.83,317.23,159.85,245.84,243.81,317.23,248.31,284.28,251.31,301.26,247.81,273.3,310.28,256.82,282.29,273.3,335.77,257.32,335.77
violencia_limpios,V_792.mp4,110,3,105.40280151367188,211.62,418.88,217.12,409.38,201.13,408.88,224.12,408.88,175.14,406.38,227.62,454.87,137.65,454.37,215.12,513.36,92.16,543.35,137.15,510.86,137.65,504.86,190.13,543.35,132.15,543.35,189.63,421.38,281.6,543.35,190.63,534.85,93.66,543.35
violencia_limpios,V_792.mp4,110,4,0.0,329.54,235.53,334.51,233.04,329.05,233.04,344.45,237.02,327.56,235.53,350.41,254.46,326.56,251.97,365.32,262.93,317.12,271.4,345.94,266.42,301.22,285.35,345.94,304.29,325.07,302.29,341.97,295.81,309.67,273.39,353.4,318.24,328.55,306.78
violencia_limpios,V_792.mp4,120,0,154.46839904785156,184.43,205.82,188.41,202.32,184.43,203.32,194.37,204.82,205.8,204.82,189.4,217.81,213.25,219.8,186.42,238.29,211.26,241.29,177.48,248.78,183.44,247.78,189.4,256.78,207.29,259.77,170.03,286.25,211.76,287.25,183.44,315.73,180.46,315.23
violencia_limpios,V_792.mp4,120,1,164.93150329589844,253.73,183.83,253.73,182.83,261.21,182.83,255.72,183.83,283.63,186.82,236.29,214.26,292.1,219.75,223.33,245.19,300.08,268.64,210.38,314.54,276.65,282.11,246.26,297.08,285.62,296.08,210.88,345.47,255.72,346.97,258.71,338.99,261.21,340.98
violencia_limpios,V_792.mp4,120,2,163.53819274902344,145.41,167.2,144.91,156.22,140.41,156.22,142.41,167.7,131.91,167.2,117.42,200.13,124.42,202.13,91.94,201.13,89.94,201.13,52.97,198.64,52.47,199.13,99.44,271.99,116.92,276.49,129.42,317.41,139.41,314.91,128.92,330.88,127.92,368.81
violencia_limpios,V_792.mp4,120,3,143.7790985107422,312.42,440.9,248.99,458.36,329.9,432.42,248.99,467.84,310.42,467.34,249.99,524.7,323.9,531.69,281.95,532.68,344.88,534.68,289.44,517.22,395.33,501.76,323.41,501.26,387.33,524.7,254.98,531.19,395.33,512.73,284.95,524.7,286.95,512.23
violencia_limpios,V_792.mp4,120,4,116.99559783935547,241.7,193.92,223.28,198.92,206.36,207.41,207.85,208.41,239.71,196.92,231.74,214.9,235.23,195.92,219.3,243.87,219.3,243.37,215.82,268.84,236.72,241.37,225.27,256.35,236.22,255.36,214.32,294.81,213.33,302.81,209.35,319.29,207.85,326.28
