categoria,video,frame,persona_id,velocidad_media,x_0,x_1,x_2,x_3,x_4,x_5,x_6,x_7,x_8,x_9,x_10,x_11,x_12,x_13,x_14,x_15,x_16,y_0,y_1,y_2,y_3,y_4,y_5,y_6,y_7,y_8,y_9,y_10,y_11,y_12,y_13,y_14,y_15,y_16
noViolencia,NV_81.mp4,0,0,0.0,259.1,152.18,261.5,147.86,260.54,148.34,267.72,147.86,266.28,148.82,284.95,159.38,274.42,171.38,303.62,125.31,300.27,140.67,292.61,148.34,325.16,194.9,324.68,208.81,310.8,203.06,278.25,216.97,273.94,217.45,297.4,253.93,295.48,252.49
noViolencia,NV_81.mp4,0,1,0.0,307.86,14.4,308.82,12.01,305.0,11.05,309.3,13.93,299.75,12.49,311.68,29.72,295.45,28.76,313.59,36.9,293.06,36.9,309.3,33.07,293.06,36.9,307.39,34.98,297.84,36.9,311.21,30.2,292.59,36.9,307.39,36.9,293.06,36.9
noViolencia,NV_81.mp4,0,2,0.0,579.94,215.93,581.85,214.02,578.5,213.54,584.24,215.45,575.63,214.49,588.55,225.51,570.85,225.03,592.85,238.44,570.37,237.48,589.98,246.11,577.07,246.11,586.63,244.67,574.2,247.54,597.16,248.98,574.2,241.79,589.98,254.73,579.46,259.04
noViolencia,NV_81.mp4,0,3,0.0,389.04,34.06,389.99,33.13,387.61,33.59,390.94,33.59,384.76,33.59,391.41,39.65,383.81,38.25,392.36,40.58,380.96,40.58,389.99,36.85,384.76,39.18,390.46,38.71,386.66,39.18,389.51,35.92,380.96,40.58,384.76,38.71,384.29,39.18
noViolencia,NV_81.mp4,10,0,129.93690490722656,441.71,21.57,441.71,21.57,304.3,327.76,409.63,98.36,441.71,327.76,297.59,245.21,380.43,124.75,298.55,245.21,391.92,85.4,337.81,191.46,412.51,41.25,341.16,197.22,325.84,196.74,298.07,244.73,379.47,130.03,304.3,311.44,413.46,38.37
noViolencia,NV_81.mp4,20,0,111.41829681396484,425.38,174.75,433.54,173.79,434.98,171.4,430.66,168.05,433.54,164.69,400.45,166.13,416.75,152.72,374.07,168.05,377.91,166.61,364.48,173.79,329.95,127.33,338.58,151.28,330.43,133.56,296.86,157.03,412.92,143.62,228.28,145.53,226.36,144.1
noViolencia,NV_81.mp4,30,0,99.4916000366211,321.35,218.41,327.57,214.1,315.14,215.06,347.66,209.3,349.09,207.38,319.92,178.12,300.31,9.76,309.4,78.83,308.92,78.83,300.79,21.28,350.53,186.76,321.83,153.18,333.31,119.6,307.48,78.83,324.7,79.31,320.4,82.67,307.48,79.31
noViolencia,NV_81.mp4,40,0,94.73280334472656,296.91,187.92,245.12,197.99,245.12,198.95,383.71,108.31,383.23,105.43,265.74,156.26,266.22,205.18,294.99,188.88,327.6,140.44,242.72,178.81,307.46,147.15,265.26,213.82,236.01,213.82,383.23,59.87,378.44,60.83,379.4,120.77,242.72,178.81
noViolencia,NV_81.mp4,50,0,302.4796142578125,531.7,316.8,533.13,314.42,530.74,314.89,535.52,315.37,525.97,315.84,543.17,328.23,518.32,328.7,544.12,352.04,516.41,343.47,544.12,359.18,517.84,353.47,536.95,354.9,523.58,354.42,536.0,359.18,524.53,359.18,543.64,359.18,524.53,354.9
noViolencia,NV_81.mp4,50,1,0.0,319.68,119.78,320.16,115.0,317.28,114.04,319.68,115.47,304.32,109.25,302.88,131.28,284.64,128.4,344.16,137.98,344.64,137.98,366.73,132.71,370.09,129.84,282.72,195.44,293.76,195.92,325.92,195.92,339.36,201.19,374.89,222.26,374.89,218.9
noViolencia,NV_81.mp4,50,2,0.0,493.68,334.26,494.16,331.41,492.72,331.41,495.59,326.66,486.99,329.99,497.98,339.01,480.78,340.91,499.41,349.93,487.95,353.26,488.42,344.71,487.95,349.46,497.02,355.16,487.95,351.36,492.72,356.11,488.42,354.68,474.57,359.43,487.95,350.41
noViolencia,NV_81.mp4,50,3,0.0,569.74,315.9,571.66,313.52,567.82,313.52,575.98,314.95,564.47,314.95,579.82,325.91,585.58,327.82,588.46,341.64,588.94,341.64,589.42,354.98,563.51,351.65,579.82,352.12,567.35,351.65,578.38,356.89,567.35,356.89,589.9,354.98,590.38,352.12
noViolencia,NV_81.mp4,50,4,0.0,600.0,278.9,601.43,276.03,597.62,276.03,603.81,278.9,593.33,278.42,610.95,291.32,610.47,291.32,617.14,309.94,616.67,308.51,612.38,338.13,592.86,309.47,609.52,319.02,600.0,316.15,610.47,339.08,584.76,327.62,612.38,347.2,590.48,351.5
noViolencia,NV_81.mp4,50,5,0.0,399.92,357.8,399.92,353.99,419.92,326.37,399.92,352.08,425.16,326.84,408.97,337.32,428.97,339.7,399.92,349.7,429.44,356.84,399.92,359.22,433.73,359.22,412.3,359.22,428.49,359.22,411.35,352.08,410.4,352.56,399.92,359.22,433.73,359.22
noViolencia,NV_81.mp4,50,6,0.0,441.78,329.97,443.2,327.57,440.83,328.05,446.05,326.61,438.93,328.05,455.54,339.08,437.51,336.68,462.18,344.35,436.56,352.02,452.69,359.22,444.15,346.27,451.27,359.22,441.3,359.22,451.27,351.07,450.8,350.59,460.76,359.22,439.88,359.22
noViolencia,NV_81.mp4,60,0,330.7345886230469,226.56,181.47,228.48,180.03,225.12,180.03,231.35,180.51,221.77,180.99,236.62,193.46,216.02,192.98,242.37,210.25,211.23,205.45,239.98,221.76,213.15,218.89,231.83,219.37,218.9,218.89,230.4,265.9,222.25,261.1,228.0,242.87,223.69,265.9
noViolencia,NV_81.mp4,60,1,162.44149780273438,490.98,132.59,492.41,129.71,489.08,129.71,494.79,130.67,484.79,130.67,500.5,142.64,478.13,143.6,502.41,163.7,476.7,160.83,502.41,180.46,478.61,175.19,493.84,170.88,480.99,170.41,492.41,187.64,481.46,190.51,492.41,200.09,481.94,200.09
noViolencia,NV_81.mp4,60,2,147.6230926513672,384.41,221.77,383.93,218.41,382.97,218.89,385.36,218.89,376.76,219.85,388.71,232.79,369.11,231.83,391.1,248.61,362.9,247.65,391.58,259.64,376.28,260.6,384.41,259.64,372.93,259.64,392.05,267.31,380.1,264.91,391.58,269.23,375.8,261.08
noViolencia,NV_81.mp4,60,3,342.730712890625,270.19,177.88,271.14,175.49,268.29,175.49,273.05,175.97,264.95,175.97,274.95,187.45,256.38,187.45,276.86,202.27,254.0,201.79,255.91,215.65,255.91,215.65,273.05,213.26,261.62,213.26,278.76,215.65,253.52,200.35,255.91,215.65,255.43,215.65
noViolencia,NV_81.mp4,60,4,224.70660400390625,378.91,270.43,381.3,268.99,377.48,268.99,384.17,269.95,373.66,269.95,389.43,282.38,366.01,280.47,390.38,302.95,361.23,303.43,388.95,308.21,377.48,305.34,386.08,313.47,371.27,312.51,390.86,311.56,372.22,305.34,388.95,316.34,378.91,307.25
noViolencia,NV_81.mp4,60,5,71.16220092773438,449.1,265.88,451.47,263.49,447.19,263.49,454.8,263.49,445.29,264.92,463.83,276.87,441.97,276.4,466.2,292.65,437.21,290.74,464.3,301.26,440.54,299.82,460.98,306.04,443.39,304.6,460.5,331.38,437.69,317.51,459.55,332.33,441.97,335.68
noViolencia,NV_81.mp4,60,6,67.94170379638672,412.82,255.39,414.25,251.08,410.92,251.08,417.58,252.51,406.63,253.95,426.15,270.24,400.45,270.24,429.01,287.02,395.21,294.2,424.72,300.43,407.59,299.47,423.77,303.79,404.73,308.58,429.48,311.45,413.78,308.58,415.68,322.95,399.49,322.95
noViolencia,NV_81.mp4,60,7,0.0,339.07,223.18,336.69,223.18,337.64,223.18,338.6,223.18,332.87,223.18,349.1,230.36,332.87,231.32,342.42,252.4,329.05,253.36,354.36,250.96,333.82,261.02,351.49,259.58,344.8,259.1,351.01,284.97,322.84,271.56,350.53,304.13,329.05,331.43
noViolencia,NV_81.mp4,60,8,0.0,219.85,305.26,221.74,302.87,216.53,302.39,226.48,303.83,216.53,303.35,234.06,317.67,211.32,318.15,237.37,334.37,210.85,333.9,211.8,337.24,211.8,337.24,230.27,337.24,216.06,337.24,219.38,332.94,206.11,337.24,237.37,337.24,211.32,337.24
noViolencia,NV_81.mp4,60,9,0.0,412.1,170.53,413.52,168.13,410.2,168.61,408.3,171.97,415.89,168.61,405.92,183.0,424.91,183.96,405.45,194.99,426.34,198.34,411.15,209.37,422.54,208.89,410.67,208.89,422.07,208.41,411.15,229.51,420.64,223.76,413.99,242.94,417.79,242.94
noViolencia,NV_81.mp4,60,10,0.0,563.69,197.72,566.57,190.53,561.77,191.48,561.77,208.28,572.8,207.32,579.99,273.53,575.68,230.35,576.64,252.9,542.12,177.57,575.68,263.93,559.86,306.64,578.55,327.27,580.95,333.98,568.01,214.51,563.69,306.64,568.01,246.18,558.9,306.64
