categoria,video,frame,persona_id,velocidad_media,x_0,x_1,x_2,x_3,x_4,x_5,x_6,x_7,x_8,x_9,x_10,x_11,x_12,x_13,x_14,x_15,x_16,y_0,y_1,y_2,y_3,y_4,y_5,y_6,y_7,y_8,y_9,y_10,y_11,y_12,y_13,y_14,y_15,y_16
noViolencia,NV_289.mp4,0,0,0.0,787.32,522.44,788.27,519.57,784.44,519.57,786.36,520.53,770.08,518.62,786.36,533.89,753.81,528.16,800.72,549.17,731.79,549.17,821.78,565.4,724.13,565.4,771.04,573.99,746.15,573.99,794.98,612.18,754.77,614.09,804.55,648.46,744.24,648.46
noViolencia,NV_289.mp4,0,1,0.0,638.29,445.16,638.29,441.33,636.39,441.33,619.24,441.33,628.77,442.29,604.95,458.54,633.53,466.19,597.33,485.31,643.06,497.74,609.71,495.83,653.54,496.78,606.85,518.77,627.81,522.59,617.33,557.01,645.92,567.53,609.71,598.12,638.29,614.37
noViolencia,NV_289.mp4,0,2,0.0,29.83,365.63,29.83,361.81,26.99,362.77,16.57,363.72,17.52,363.72,6.15,376.12,19.41,378.03,9.94,398.05,30.77,399.01,33.61,402.82,35.51,402.82,5.21,416.17,14.68,414.27,40.24,416.17,26.99,419.99,40.24,444.79,41.19,444.79
noViolencia,NV_289.mp4,0,3,0.0,203.98,343.13,204.93,339.31,201.13,339.31,192.56,346.01,191.61,343.13,178.29,368.97,186.85,367.06,178.29,406.3,178.29,407.26,172.58,413.95,206.83,442.67,178.29,428.31,204.93,435.01,171.63,419.7,200.17,417.78,198.27,437.88,199.22,442.67
noViolencia,NV_289.mp4,0,4,0.0,764.23,391.58,770.8,385.08,758.59,386.0,775.5,387.86,755.78,387.86,783.01,395.29,753.9,400.86,780.19,402.72,749.2,402.72,773.62,397.15,755.78,392.5,783.95,402.72,749.2,402.72,749.2,402.72,750.14,399.93,779.25,402.72,773.62,399.0
noViolencia,NV_289.mp4,0,5,0.0,830.72,382.71,834.48,380.82,828.84,380.82,842.0,380.82,827.9,385.55,848.58,394.06,827.9,393.12,851.4,398.8,819.44,400.69,839.18,388.39,821.32,394.06,844.82,400.69,832.6,400.69,842.0,393.12,822.26,385.55,843.88,400.69,819.44,396.9
noViolencia,NV_289.mp4,0,6,0.0,1163.57,233.0,1169.28,228.2,1160.72,228.2,1179.74,231.08,1156.91,230.12,1196.87,250.27,1154.06,258.91,1207.33,270.43,1149.3,299.23,1181.64,255.07,1144.55,304.98,1194.01,302.1,1175.94,304.98,1194.01,304.98,1141.69,304.98,1193.06,304.98,1141.69,304.98
noViolencia,NV_289.mp4,0,7,0.0,434.56,386.91,436.43,385.04,432.68,385.04,445.83,388.77,429.86,386.91,449.58,404.65,427.04,404.65,449.58,404.65,440.19,404.65,439.25,402.78,438.31,399.98,449.58,404.65,435.5,404.65,440.19,388.77,439.25,404.65,439.25,400.91,439.25,403.72
noViolencia,NV_289.mp4,10,0,144.460205078125,665.77,431.78,664.81,429.86,662.9,429.86,643.75,430.82,658.11,434.66,630.35,453.84,657.15,458.64,617.91,476.87,660.02,496.06,633.22,494.14,668.64,506.61,629.39,513.33,653.32,518.13,633.22,555.54,673.42,556.5,611.21,597.76,660.98,600.64
noViolencia,NV_289.mp4,10,1,155.60260009765625,765.53,588.98,769.35,585.15,766.48,585.15,755.0,567.93,761.7,578.45,744.48,568.88,738.73,588.98,732.99,560.27,739.69,626.3,745.43,615.77,746.39,654.05,706.2,594.72,692.81,594.72,743.52,626.3,718.64,631.08,716.73,654.05,714.81,654.05
noViolencia,NV_289.mp4,10,2,8.6225004196167,40.31,370.71,40.31,366.9,37.43,366.9,26.89,365.95,27.85,365.95,17.3,376.43,26.89,379.28,27.85,399.28,33.6,405.0,47.02,404.04,47.02,408.81,6.76,414.52,12.51,415.47,41.27,415.47,26.89,419.28,47.97,443.09,47.02,447.85
noViolencia,NV_289.mp4,10,3,577.1041870117188,765.24,388.76,770.01,385.92,761.42,385.92,774.78,388.76,763.33,392.56,782.4,395.4,753.79,401.09,780.5,402.99,749.98,402.99,775.73,400.14,755.7,392.56,783.36,402.99,749.98,402.99,770.96,399.19,749.98,402.99,779.54,402.99,773.82,400.14
noViolencia,NV_289.mp4,10,4,572.7882080078125,204.06,342.82,205.01,338.05,201.2,338.05,192.64,349.5,205.96,349.5,177.41,369.54,207.87,367.63,178.36,406.76,178.36,407.71,171.7,414.39,207.87,431.57,179.31,425.84,207.87,425.84,169.8,421.07,200.25,403.89,198.35,431.57,197.4,431.57
