categoria,video,frame,persona_id,velocidad_media,x_0,x_1,x_2,x_3,x_4,x_5,x_6,x_7,x_8,x_9,x_10,x_11,x_12,x_13,x_14,x_15,x_16,y_0,y_1,y_2,y_3,y_4,y_5,y_6,y_7,y_8,y_9,y_10,y_11,y_12,y_13,y_14,y_15,y_16
violencia_limpios,V_263.mp4,0,0,0.0,110.1,86.78,109.57,78.69,104.71,79.23,76.67,80.85,78.83,82.47,30.83,117.54,96.08,144.51,109.57,208.17,115.5,208.17,119.27,104.05,149.47,187.67,6.02,276.69,14.11,238.92,45.39,203.86,95.0,276.69,68.58,259.96,6.02,276.69
violencia_limpios,V_263.mp4,0,1,0.0,190.52,113.82,196.45,105.18,191.06,104.64,212.63,112.74,201.31,111.12,236.36,155.95,184.59,169.99,281.65,197.53,281.65,198.07,175.43,173.77,309.69,213.73,246.06,263.42,207.78,259.1,174.89,275.3,172.19,276.38,234.2,332.54,242.83,314.18
violencia_limpios,V_263.mp4,0,2,0.0,371.86,66.49,384.23,57.31,373.47,55.15,397.14,66.49,369.7,62.17,397.14,108.61,383.15,106.99,380.46,163.68,372.39,161.52,321.29,159.9,357.33,115.09,384.77,243.04,363.79,241.42,377.23,326.73,351.95,319.71,378.85,393.68,353.03,381.26
violencia_limpios,V_263.mp4,0,3,0.0,175.18,570.75,177.88,556.2,167.63,562.13,212.41,541.64,171.95,569.14,229.67,582.61,186.51,591.78,274.44,620.89,228.05,655.39,262.03,667.79,159.54,556.2,272.82,642.99,232.9,655.93,296.02,638.68,235.6,685.04,296.02,685.04,241.0,685.04
violencia_limpios,V_263.mp4,10,0,298.6512145996094,358.06,61.57,367.76,52.39,358.06,51.85,394.7,59.41,394.7,58.87,386.62,105.86,378.53,97.76,380.15,185.24,386.08,168.5,354.29,201.98,337.59,201.98,382.84,233.3,374.22,223.04,373.69,328.34,351.6,312.14,375.84,396.93,352.14,379.65
violencia_limpios,V_263.mp4,10,1,151.8704071044922,71.58,175.46,74.82,167.36,71.58,168.44,85.6,171.14,124.97,167.36,95.85,186.8,140.07,186.8,23.58,184.64,24.12,184.64,4.17,129.57,35.99,163.58,187.53,263.99,201.56,256.43,63.49,186.8,212.88,328.77,30.05,186.8,39.22,163.04
violencia_limpios,V_263.mp4,10,2,342.1382141113281,165.67,428.82,172.63,424.5,161.38,424.5,180.66,425.58,155.5,421.26,187.08,438.0,144.25,436.38,187.08,438.0,131.94,438.0,131.94,438.0,131.94,438.0,175.31,435.3,160.31,435.84,174.77,438.0,159.24,429.36,146.39,433.14,131.94,438.0
violencia_limpios,V_263.mp4,20,0,11.762999534606934,358.65,63.55,366.16,54.92,358.11,55.46,390.86,56.54,382.81,56.54,390.32,111.59,381.2,101.33,395.69,196.33,366.16,185.53,346.3,241.13,353.82,202.81,383.88,254.62,372.61,247.06,376.9,328.56,354.89,319.39,376.9,397.65,354.89,377.14
violencia_limpios,V_263.mp4,20,1,479.6383972167969,175.34,566.3,179.65,551.73,168.33,559.29,217.42,537.71,175.88,565.22,343.65,707.07,186.67,593.81,275.68,618.08,206.63,706.0,355.51,675.25,317.75,679.57,289.7,663.39,240.07,667.7,339.87,703.84,339.87,657.99,354.97,673.63,232.52,657.99
violencia_limpios,V_263.mp4,20,2,259.4736022949219,100.05,186.64,103.83,180.7,91.42,180.16,75.24,186.64,75.24,186.64,56.9,188.26,101.13,188.26,111.38,188.26,105.44,163.42,73.62,185.02,75.24,183.4,99.51,169.36,111.38,188.26,111.38,188.26,111.38,188.26,90.34,174.76,75.24,188.26
violencia_limpios,V_263.mp4,30,0,340.77850341796875,17.38,41.54,3.37,35.05,10.92,22.63,10.38,41.0,9.84,52.34,3.37,103.64,22.77,113.36,19.54,161.96,70.74,176.54,90.14,149.0,131.09,175.46,3.37,268.89,22.23,278.61,36.25,364.48,24.39,364.48,38.94,364.48,33.55,364.48
violencia_limpios,V_263.mp4,30,1,477.0575866699219,175.69,154.82,182.71,146.74,178.93,145.66,199.44,158.6,200.52,158.6,211.86,187.16,175.15,186.08,133.05,163.45,135.21,162.37,80.16,146.2,88.79,148.89,269.07,280.4,239.93,277.7,68.82,180.15,171.92,229.74,77.46,145.66,86.09,148.89
violencia_limpios,V_263.mp4,40,0,40.380401611328125,69.16,81.13,68.08,71.96,62.15,74.12,26.57,80.59,28.18,80.59,28.18,116.75,43.82,123.76,79.4,172.32,103.12,200.38,114.98,165.85,145.17,192.83,46.51,268.37,56.22,275.38,65.92,359.56,56.76,359.56,68.62,359.56,55.68,359.56
