categoria,video,frame,persona_id,velocidad_media,x_0,x_1,x_2,x_3,x_4,x_5,x_6,x_7,x_8,x_9,x_10,x_11,x_12,x_13,x_14,x_15,x_16,y_0,y_1,y_2,y_3,y_4,y_5,y_6,y_7,y_8,y_9,y_10,y_11,y_12,y_13,y_14,y_15,y_16
noViolencia,NV_674.mp4,0,0,0.0,141.21,49.18,147.91,45.27,138.7,44.15,157.4,51.98,132.84,47.78,164.1,91.98,126.98,87.23,174.15,145.41,117.77,130.86,149.59,163.59,118.05,181.21,164.66,171.14,128.1,170.3,136.47,202.47,136.75,200.24,121.68,203.31,142.89,192.4
noViolencia,NV_674.mp4,10,0,4.670300006866455,140.68,49.98,147.94,46.06,138.45,43.82,158.27,52.77,133.42,47.74,164.96,92.49,127.84,88.02,173.62,145.91,117.79,131.37,153.24,163.26,118.35,182.56,157.99,170.53,126.72,167.17,137.33,199.62,111.93,208.57,121.42,199.62,119.19,188.43
noViolencia,NV_674.mp4,20,0,4.172699928283691,137.02,52.87,144.0,47.56,134.51,46.44,156.01,53.43,129.48,49.79,162.71,93.14,126.13,88.95,173.04,147.12,116.64,133.41,149.87,164.73,118.04,183.47,152.1,171.73,126.97,168.65,138.42,200.81,111.61,208.64,121.94,202.49,144.28,193.26
noViolencia,NV_674.mp4,30,0,7.801499843597412,139.54,53.21,147.08,47.9,137.58,46.78,157.41,54.33,133.11,49.58,164.95,94.64,127.53,89.32,174.45,151.73,117.2,135.78,148.48,166.56,118.87,187.55,159.65,179.16,128.09,180.0,139.26,204.35,111.61,213.86,180.87,200.71,142.61,204.07
noViolencia,NV_674.mp4,40,0,10.481599807739258,145.85,55.17,153.39,50.7,143.62,47.62,163.45,58.25,139.15,49.02,168.2,97.43,129.65,90.15,176.02,152.28,119.32,139.13,155.35,166.55,119.32,190.62,159.54,180.26,128.81,176.34,139.43,209.93,138.31,209.93,120.43,195.93,119.59,193.97
noViolencia,NV_674.mp4,40,1,0.0,209.21,214.65,149.12,184.52,147.72,184.52,148.56,188.15,184.89,168.06,139.62,203.5,195.79,196.52,172.88,163.04,162.81,217.17,154.99,166.95,154.99,167.23,165.33,169.46,135.98,181.73,138.78,204.61,138.5,204.33,162.81,215.21,162.53,215.21
noViolencia,NV_674.mp4,50,0,7.567699909210205,144.75,53.78,152.31,49.86,142.23,46.79,162.94,56.86,137.76,50.42,167.98,97.72,128.52,90.17,175.54,148.66,118.45,138.3,153.71,167.97,119.0,190.08,162.1,173.85,129.64,171.61,138.87,207.43,137.48,207.43,188.13,217.51,138.87,207.15
noViolencia,NV_674.mp4,60,0,5.764599800109863,139.6,53.95,147.14,49.2,137.36,46.96,158.04,55.63,133.17,48.36,165.03,94.23,125.9,90.6,175.09,144.02,118.92,137.03,151.33,169.75,118.64,188.77,161.95,173.95,129.54,171.15,159.16,212.27,134.01,219.82,194.37,202.2,135.12,205.28
noViolencia,NV_674.mp4,70,0,3.1191999912261963,139.49,53.58,147.32,49.11,137.53,46.59,158.5,55.82,132.78,49.67,166.04,95.83,127.19,90.79,176.11,149.82,116.29,139.75,152.35,169.12,117.97,190.95,161.85,173.04,128.31,172.48,154.02,187.87,135.02,219.76,194.55,197.94,135.02,204.38
noViolencia,NV_674.mp4,80,0,5.241099834442139,143.63,53.88,152.29,49.12,141.39,46.6,163.18,54.72,135.53,49.68,169.33,98.35,128.55,91.36,177.43,154.58,117.65,143.11,157.04,168.56,118.49,194.85,163.46,175.55,130.22,172.76,155.36,190.38,135.25,219.47,198.94,219.47,119.61,201.85
noViolencia,NV_674.mp4,90,0,5.740200042724609,144.9,53.37,153.27,49.18,142.39,46.38,164.16,56.17,137.92,48.62,170.3,98.99,128.99,91.71,178.39,155.8,119.22,142.08,153.83,172.03,118.94,191.9,160.81,177.62,129.27,174.55,155.51,189.94,134.57,217.64,158.3,196.65,142.11,203.37
noViolencia,NV_674.mp4,100,0,5.263000011444092,141.64,53.98,149.47,48.94,138.84,46.98,160.65,54.26,133.53,49.5,167.92,98.18,126.53,91.46,177.15,154.13,117.31,141.82,151.14,173.71,118.42,192.46,167.36,187.98,130.45,183.23,156.74,188.54,137.72,217.08,137.44,217.08,140.24,204.21
noViolencia,NV_674.mp4,110,0,3.160399913787842,140.01,53.67,148.13,48.64,137.49,46.4,160.16,54.23,133.02,50.32,166.6,97.02,127.42,91.7,177.51,159.38,114.83,144.56,153.72,173.92,118.74,198.25,168.28,191.26,128.54,183.71,159.04,191.26,140.85,215.59,144.21,206.08,141.41,206.36
