categoria,video,frame,persona_id,velocidad_media,x_0,x_1,x_2,x_3,x_4,x_5,x_6,x_7,x_8,x_9,x_10,x_11,x_12,x_13,x_14,x_15,x_16,y_0,y_1,y_2,y_3,y_4,y_5,y_6,y_7,y_8,y_9,y_10,y_11,y_12,y_13,y_14,y_15,y_16
noViolencia,NV_288.mp4,0,0,0.0,683.17,493.19,681.26,488.4,681.26,489.36,662.17,488.4,676.48,490.32,641.17,504.69,679.35,515.23,620.17,533.44,680.3,552.6,620.17,532.48,694.62,565.06,643.08,573.68,667.89,576.56,644.03,621.59,669.8,621.59,642.12,621.59,675.53,621.59
noViolencia,NV_288.mp4,0,1,0.0,862.26,562.67,863.22,558.84,858.44,557.88,861.31,558.84,845.04,555.96,863.22,578.96,829.74,573.21,872.78,598.13,809.65,592.38,886.18,621.14,821.13,595.26,850.78,636.47,826.87,637.43,865.13,677.69,824.96,678.65,862.26,713.15,806.78,713.15
noViolencia,NV_288.mp4,0,2,0.0,503.64,563.21,506.49,559.38,500.79,559.38,512.19,562.25,495.1,560.33,515.99,576.64,484.65,575.68,518.83,599.65,470.41,598.7,516.94,617.88,478.0,619.79,510.29,617.88,487.5,616.92,510.29,645.69,486.55,645.69,509.34,645.69,488.45,645.69
noViolencia,NV_288.mp4,0,3,0.0,441.86,547.79,445.7,543.01,438.03,543.01,452.41,544.92,432.28,557.35,460.08,577.42,417.89,577.42,463.92,605.14,413.1,605.14,451.45,605.14,405.43,605.14,451.45,605.14,426.52,605.14,469.67,605.14,411.18,605.14,447.62,605.14,415.02,605.14
noViolencia,NV_288.mp4,0,4,0.0,948.72,544.15,951.56,541.28,948.72,542.24,966.74,554.68,965.79,567.12,982.87,566.16,944.92,566.16,986.67,593.91,944.92,603.47,978.13,593.91,944.92,580.51,977.18,609.21,953.46,609.21,996.15,609.21,937.33,609.21,996.15,609.21,954.41,609.21
noViolencia,NV_288.mp4,0,5,0.0,547.19,560.09,551.98,555.31,544.31,555.31,558.69,554.36,540.48,556.27,559.65,577.28,533.77,579.19,559.65,604.99,530.89,603.08,551.98,615.5,542.4,614.54,555.81,622.18,535.69,626.96,558.69,637.47,540.48,628.87,549.11,637.47,546.23,637.47
noViolencia,NV_288.mp4,10,0,14.555299758911133,685.45,481.32,685.45,477.49,682.59,477.49,662.59,474.62,673.07,478.45,642.59,490.9,681.64,500.47,623.54,519.61,691.16,536.84,615.92,543.54,699.73,549.29,641.63,558.86,668.3,560.77,634.02,597.15,678.78,600.02,632.11,622.99,679.73,622.99
noViolencia,NV_288.mp4,10,1,42.168800354003906,879.2,601.17,881.11,597.36,875.37,597.36,876.33,603.08,857.17,598.31,864.83,617.38,845.68,613.56,844.72,642.17,841.85,619.28,843.76,642.17,841.85,640.26,833.23,645.98,817.9,636.45,845.68,657.42,820.77,636.45,841.85,657.42,843.76,657.42
noViolencia,NV_288.mp4,10,2,2.759200096130371,503.28,561.92,507.1,558.08,500.42,558.08,511.87,560.96,494.69,560.0,516.64,576.31,484.2,575.35,518.55,598.39,471.79,598.39,517.59,616.63,477.52,618.55,509.96,618.55,488.01,616.63,519.5,637.75,485.15,645.43,509.96,645.43,469.88,645.43
noViolencia,NV_288.mp4,10,3,0.7188000082969666,441.17,547.72,445.92,542.96,437.36,543.91,452.58,544.87,432.61,557.25,461.13,577.24,417.4,577.24,465.89,604.86,412.64,604.86,449.72,604.86,405.03,604.86,451.62,604.86,426.9,604.86,470.64,604.86,411.69,604.86,447.82,604.86,414.54,604.86
