categoria,video,frame,persona_id,velocidad_media,x_0,x_1,x_2,x_3,x_4,x_5,x_6,x_7,x_8,x_9,x_10,x_11,x_12,x_13,x_14,x_15,x_16,y_0,y_1,y_2,y_3,y_4,y_5,y_6,y_7,y_8,y_9,y_10,y_11,y_12,y_13,y_14,y_15,y_16
noViolencia,NV_236.mp4,0,0,0.0,125.97,57.57,128.48,55.33,125.69,55.61,135.18,57.85,125.13,57.85,141.87,69.87,122.62,70.7,154.15,77.97,124.85,79.93,147.45,97.53,118.43,74.06,139.08,105.92,126.53,106.76,144.94,133.59,129.87,135.54,152.75,161.81,131.27,171.04
noViolencia,NV_236.mp4,10,0,3.728600025177002,124.91,58.16,126.87,54.81,123.24,55.37,131.88,56.76,122.41,58.44,136.9,71.3,121.57,73.53,147.21,81.91,126.03,82.19,143.31,102.59,117.11,81.63,137.18,108.18,124.64,110.14,145.54,135.84,128.26,140.04,151.67,163.23,130.77,167.98
noViolencia,NV_236.mp4,20,0,3.4233999252319336,124.82,58.17,127.06,55.93,123.43,56.21,132.38,58.17,122.03,58.45,136.57,71.88,120.63,72.44,143.84,86.7,115.59,86.42,144.96,106.28,116.99,88.38,136.01,106.0,123.99,107.68,140.77,137.33,127.9,138.45,142.45,169.78,131.82,167.27
noViolencia,NV_236.mp4,30,0,7.509200096130371,131.67,56.23,134.46,54.0,130.55,54.0,140.6,55.95,129.44,56.23,144.5,72.17,125.81,70.77,156.5,90.34,116.6,78.04,143.66,95.37,110.19,75.52,142.55,107.67,128.88,107.67,142.55,141.21,126.92,138.7,142.55,175.32,131.39,161.06
noViolencia,NV_236.mp4,40,0,7.052999973297119,133.44,51.7,136.23,49.18,132.88,48.9,143.21,53.38,132.04,51.14,148.52,67.94,128.13,67.1,153.27,86.69,124.5,81.37,138.74,87.81,126.46,91.73,145.73,109.64,131.76,108.52,144.89,144.34,132.88,143.22,141.54,177.09,132.32,180.17
noViolencia,NV_236.mp4,50,0,8.778300285339355,126.43,50.08,129.23,47.0,124.76,47.56,135.37,47.84,122.8,50.36,143.2,66.32,120.57,68.56,155.49,91.51,115.26,87.87,155.21,75.83,135.09,97.39,144.04,108.3,128.39,109.14,152.7,146.09,132.3,152.25,149.06,166.8,133.98,191.71
noViolencia,NV_236.mp4,60,0,9.139699935913086,125.17,45.97,127.68,42.33,122.93,43.17,133.55,44.29,120.98,46.52,144.17,62.75,118.46,68.07,159.82,73.38,111.2,87.65,154.51,96.33,109.8,108.08,142.49,112.55,125.17,114.79,145.84,153.12,127.96,155.64,148.36,194.25,131.31,190.89
noViolencia,NV_236.mp4,70,0,6.28439998626709,129.9,43.63,132.97,40.83,128.23,40.83,140.49,43.63,126.56,43.35,146.07,60.43,125.44,59.87,161.12,77.23,122.66,79.47,150.53,96.54,122.38,92.34,144.12,110.26,128.51,109.98,145.23,155.61,129.62,153.37,147.46,199.0,131.57,192.84
noViolencia,NV_236.mp4,90,0,0.0,138.17,62.02,145.14,54.47,135.39,55.31,151.54,56.99,130.65,59.78,151.54,95.62,137.62,96.45,105.03,136.76,103.36,137.32,98.62,97.01,98.62,99.25,129.26,212.35,131.77,189.39,119.23,212.35,117.56,212.35,120.9,212.35,118.4,212.35
noViolencia,NV_236.mp4,100,0,22.019699096679688,121.72,63.01,128.99,55.73,116.68,55.73,139.91,58.53,110.25,59.09,148.3,91.54,107.73,96.02,151.38,140.22,92.06,150.57,121.16,143.29,86.46,110.28,139.91,176.58,113.33,179.66,135.99,223.3,121.16,223.3,136.55,223.3,108.01,223.3
noViolencia,NV_236.mp4,110,0,20.20509910583496,111.6,66.78,118.02,57.83,104.62,58.11,127.24,60.9,97.63,60.9,137.85,105.09,84.79,100.62,139.81,152.36,75.01,162.14,129.75,185.64,84.23,118.24,116.35,171.09,86.18,182.56,112.99,211.93,88.97,213.88,111.88,221.71,89.25,221.71
noViolencia,NV_236.mp4,120,0,11.283900260925293,111.14,66.41,117.84,56.06,103.6,58.3,127.06,58.86,95.78,62.49,137.39,102.21,77.35,97.45,148.0,157.31,64.22,165.7,150.24,211.28,61.99,123.46,122.03,200.38,82.37,195.9,118.4,221.35,77.35,221.35,123.71,221.35,73.16,221.35
