categoria,video,frame,persona_id,velocidad_media,x_0,x_1,x_2,x_3,x_4,x_5,x_6,x_7,x_8,x_9,x_10,x_11,x_12,x_13,x_14,x_15,x_16,y_0,y_1,y_2,y_3,y_4,y_5,y_6,y_7,y_8,y_9,y_10,y_11,y_12,y_13,y_14,y_15,y_16
violencia_limpios,V_129.mp4,0,0,0.0,325.0,234.48,326.44,230.65,324.52,231.61,347.54,220.6,360.96,218.68,408.92,180.39,359.05,189.0,301.5,218.68,302.46,220.12,403.16,203.84,325.48,189.0,402.68,230.65,366.72,231.61,412.27,184.22,407.96,189.0,431.45,211.98,433.37,216.77
violencia_limpios,V_129.mp4,10,0,106.17769622802734,274.45,174.75,281.64,168.52,269.17,168.52,271.57,233.69,266.78,168.52,304.66,192.96,270.13,196.79,244.24,242.79,246.16,244.71,223.62,239.43,350.69,247.58,281.64,264.83,317.13,261.47,325.28,210.69,240.88,190.08,246.16,241.83,246.64,242.31
violencia_limpios,V_129.mp4,20,0,52.052799224853516,272.9,219.55,280.56,212.85,266.19,213.33,290.62,213.81,256.61,213.81,298.29,232.94,241.28,237.72,311.22,252.07,236.49,273.11,206.31,268.81,203.43,268.81,287.75,281.72,250.38,281.72,274.81,194.68,274.81,195.15,319.37,279.81,206.79,269.76
violencia_limpios,V_129.mp4,20,1,0.0,544.93,130.56,546.36,128.16,543.97,128.16,542.06,129.12,548.75,129.12,541.58,142.54,553.52,140.62,540.15,155.0,556.39,150.21,540.15,166.02,554.96,163.15,543.49,166.02,552.09,165.06,550.66,187.11,542.54,185.67,550.18,201.49,541.58,201.49
violencia_limpios,V_129.mp4,30,0,342.6221008300781,589.94,100.72,584.7,99.77,588.98,98.34,579.46,100.25,588.03,100.72,575.64,110.75,591.84,111.7,574.21,124.59,596.13,122.68,575.64,131.27,585.65,129.36,577.55,135.09,588.98,135.09,578.5,153.71,588.98,154.19,578.5,159.44,588.03,159.44
violencia_limpios,V_129.mp4,40,0,252.83009338378906,353.5,164.13,357.33,161.25,353.02,160.78,360.69,167.49,380.33,169.41,355.9,193.39,355.42,193.39,324.27,193.39,324.75,191.47,311.33,241.35,345.83,173.25,346.31,243.75,376.02,244.71,345.35,243.27,347.75,244.23,309.9,240.87,310.85,240.87
violencia_limpios,V_129.mp4,90,0,0.0,251.11,49.24,198.47,62.19,245.37,40.13,211.39,59.79,225.75,40.61,214.74,41.57,211.87,53.56,249.2,52.12,195.6,65.06,194.17,87.6,209.0,68.9,237.71,95.75,241.54,94.31,255.42,141.77,202.3,153.28,196.56,204.58,196.56,202.18
violencia_limpios,V_129.mp4,100,0,59.12459945678711,276.66,57.47,277.14,53.64,294.86,60.35,276.66,55.08,293.43,59.39,262.28,66.1,294.39,77.13,216.77,87.2,217.73,86.72,277.14,92.47,244.56,82.4,252.7,116.92,284.8,120.76,302.53,167.26,301.57,164.38,215.33,208.49,317.38,215.68
violencia_limpios,V_129.mp4,110,0,90.69940185546875,359.45,80.93,362.8,78.05,356.58,77.57,367.1,78.05,350.36,76.61,348.44,87.64,347.96,87.64,361.36,112.08,345.57,138.44,332.65,114.48,335.04,119.27,370.93,158.09,350.36,153.78,378.59,202.66,333.13,206.02,396.3,251.55,321.16,259.22
violencia_limpios,V_129.mp4,120,0,89.90299987792969,426.71,140.4,428.63,135.14,424.79,134.66,433.91,138.01,417.11,138.01,436.31,155.25,408.95,154.29,468.46,140.88,398.4,183.5,442.55,130.83,400.8,147.59,435.83,206.01,435.83,212.72,414.71,253.42,412.79,246.24,469.9,294.61,410.87,294.61
violencia_limpios,V_129.mp4,130,0,100.59220123291016,500.92,87.38,500.92,83.06,500.44,82.58,506.67,82.58,522.02,77.31,512.91,100.8,538.32,96.49,499.96,129.57,544.08,128.61,493.73,125.25,517.22,135.32,522.98,161.21,543.6,161.21,502.84,209.15,536.41,202.44,483.18,262.37,547.92,234.08
violencia_limpios,V_129.mp4,130,1,0.0,478.5,112.87,473.7,105.19,469.86,105.67,461.7,119.1,484.74,117.18,461.7,138.29,461.7,134.93,430.49,158.91,430.49,158.91,426.65,165.63,435.77,152.2,464.1,185.29,451.13,181.45,442.01,220.3,441.05,221.26,480.9,266.83,418.49,257.23
violencia_limpios,V_129.mp4,130,2,0.0,499.83,85.33,501.75,80.53,499.83,79.09,507.03,81.01,521.91,78.13,513.75,100.2,537.26,95.4,499.83,130.43,532.47,124.19,490.23,119.87,526.23,138.59,523.35,161.62,541.58,159.22,501.75,211.52,535.83,207.68,482.07,265.26,545.9,233.11
violencia_limpios,V_129.mp4,140,0,97.76170349121094,469.39,64.85,469.39,57.18,469.39,57.66,448.79,55.74,465.08,60.06,438.72,77.31,447.83,80.19,406.61,99.36,406.61,100.79,384.57,187.53,383.61,189.93,442.56,187.06,461.25,198.08,401.82,121.88,408.05,120.44,386.96,190.41,391.75,197.12
violencia_limpios,V_129.mp4,140,1,80.95040130615234,466.08,33.8,470.88,54.9,470.88,55.38,476.64,33.32,509.76,37.64,479.52,62.1,519.84,58.74,466.56,90.87,533.76,87.99,470.4,96.14,528.96,103.81,481.44,112.45,513.6,112.45,459.36,166.15,513.6,173.35,449.28,228.97,516.0,233.29
violencia_limpios,V_129.mp4,150,0,71.96820068359375,487.41,34.95,497.97,25.36,479.73,34.47,503.25,20.57,465.82,18.18,450.94,41.17,453.82,39.74,413.03,80.46,431.27,48.84,498.45,45.96,457.66,33.99,491.73,104.89,426.47,97.7,490.29,164.3,442.78,160.94,490.29,230.41,423.59,218.91
violencia_limpios,V_129.mp4,150,1,318.2629089355469,186.18,282.96,276.39,148.08,316.21,1.2,316.21,1.2,35.05,174.0,198.66,343.44,2.9,358.8,300.85,1.2,23.53,19.44,278.3,23.28,266.79,108.72,226.97,225.36,75.35,334.8,265.83,43.44,273.51,224.88,125.25,330.48,271.11,275.28
violencia_limpios,V_129.mp4,150,2,0.0,322.24,3.8,322.24,3.8,322.24,3.8,293.44,139.55,271.85,3.8,242.09,34.02,288.64,25.86,216.17,64.72,293.44,69.99,239.69,40.73,295.36,107.89,249.29,118.44,280.96,117.0,263.21,175.04,276.16,224.93,277.6,235.48,276.16,239.8
violencia_limpios,V_129.mp4,150,3,0.0,487.79,35.63,505.06,21.72,502.18,20.28,516.58,34.19,502.66,6.84,447.49,40.43,502.18,40.43,411.51,85.06,465.72,70.18,411.51,88.42,423.98,58.67,469.08,98.97,499.78,102.81,446.53,151.76,490.19,161.83,421.1,223.25,488.75,227.57
violencia_limpios,V_129.mp4,150,4,0.0,462.91,67.57,466.27,35.49,462.91,61.82,455.24,31.18,456.67,30.7,434.13,40.28,446.12,40.76,455.72,80.5,449.96,68.53,451.88,95.82,453.32,89.59,413.02,93.42,425.5,96.3,417.34,145.61,419.26,145.61,396.23,178.65,398.15,180.09
violencia_limpios,V_129.mp4,160,0,63.479698181152344,518.55,44.69,521.9,41.34,527.18,39.9,505.6,39.9,527.18,41.34,485.46,65.79,536.29,65.79,480.66,95.05,545.88,98.88,484.5,115.19,540.13,116.15,491.69,127.18,530.06,127.66,485.46,177.06,536.29,165.07,479.22,235.08,548.76,211.1
violencia_limpios,V_129.mp4,160,1,219.8583984375,395.46,70.98,356.58,24.43,392.1,64.26,386.34,27.31,388.26,27.79,366.18,55.14,384.42,50.34,354.18,69.54,390.18,82.02,345.06,99.78,390.18,104.1,354.66,118.01,379.14,119.45,353.7,177.05,399.3,173.21,347.46,232.72,418.02,240.4
violencia_limpios,V_129.mp4,160,2,184.97320556640625,463.87,41.54,471.54,34.82,463.87,35.78,461.47,38.18,479.22,35.3,459.55,61.21,457.63,59.29,428.85,65.05,429.33,65.05,445.64,42.02,433.65,82.8,460.99,112.07,471.06,109.67,473.46,174.45,470.1,171.57,467.23,185.97,466.75,185.01
violencia_limpios,V_129.mp4,160,3,102.49040222167969,356.76,28.55,359.16,17.53,390.82,61.61,387.94,28.55,386.98,66.88,362.52,55.86,383.62,49.63,351.48,85.56,388.42,83.16,345.25,102.81,383.62,98.02,356.28,119.09,374.99,118.14,353.88,175.62,362.52,174.19,403.29,171.31,403.29,175.14
violencia_limpios,V_129.mp4,160,4,77.12750244140625,519.0,40.39,502.72,37.03,513.73,33.67,505.59,39.43,527.13,42.79,482.62,67.75,537.19,68.71,485.97,105.66,546.76,103.26,479.75,121.98,541.01,64.87,488.36,131.58,528.09,126.78,484.06,153.65,535.75,153.65,484.06,153.65,538.14,153.65
violencia_limpios,V_129.mp4,160,5,0.0,534.25,47.6,523.22,42.81,531.85,42.33,504.04,42.81,527.54,43.76,485.81,67.24,537.61,64.85,482.46,105.58,543.36,88.33,482.94,117.56,534.73,116.12,494.45,126.66,532.81,125.7,485.33,174.58,539.53,165.95,479.58,234.48,551.52,216.27
violencia_limpios,V_129.mp4,160,6,0.0,467.49,38.77,471.31,35.9,463.68,34.94,477.5,37.33,458.91,35.9,457.96,58.84,444.13,46.41,427.45,65.06,427.45,65.54,434.12,82.75,433.64,82.75,455.57,86.09,468.92,84.18,455.57,132.94,466.54,132.94,469.4,132.94,468.92,132.94
violencia_limpios,V_129.mp4,170,0,92.87750244140625,530.97,0.72,553.04,0.72,530.01,0.72,615.4,17.97,478.2,0.72,622.12,14.62,449.89,39.54,633.64,0.72,423.02,107.59,633.64,74.52,416.79,155.03,554.96,118.61,493.07,108.54,541.52,86.5,471.96,112.38,559.75,200.08,487.79,216.37
violencia_limpios,V_129.mp4,170,1,90.51820373535156,469.62,12.22,486.35,0.72,481.57,0.72,506.44,0.72,479.66,0.72,479.66,40.03,445.71,36.19,480.62,75.98,427.54,96.59,498.31,69.27,471.53,95.16,467.71,118.65,437.58,121.52,455.75,177.13,456.23,177.13,405.07,222.19,427.06,231.3
