categoria,video,frame,persona_id,velocidad_media,x_0,x_1,x_2,x_3,x_4,x_5,x_6,x_7,x_8,x_9,x_10,x_11,x_12,x_13,x_14,x_15,x_16,y_0,y_1,y_2,y_3,y_4,y_5,y_6,y_7,y_8,y_9,y_10,y_11,y_12,y_13,y_14,y_15,y_16
noViolencia,NV_373.mp4,0,0,0.0,84.45,91.82,84.17,80.34,85.29,80.62,45.0,83.42,80.53,91.82,27.37,143.6,104.88,181.94,53.67,209.93,123.35,220.56,95.37,165.15,124.75,152.83,36.32,220.56,122.51,220.56,43.88,220.56,121.95,220.56,56.75,155.91,51.43,147.23
noViolencia,NV_373.mp4,0,1,0.0,140.35,74.6,143.42,71.8,138.11,70.4,147.33,72.64,134.2,71.8,149.84,96.41,125.83,94.45,152.08,127.44,119.96,128.0,154.31,151.2,126.38,153.72,147.05,153.44,130.85,153.44,143.98,198.45,132.25,201.25,143.98,220.54,133.92,220.54
noViolencia,NV_373.mp4,10,0,20.701799392700195,134.96,72.49,140.84,70.54,86.52,78.65,45.65,79.49,82.04,86.48,27.73,146.05,75.89,160.04,45.09,211.22,131.04,221.85,104.44,153.04,106.12,155.0,37.81,221.85,131.32,221.85,45.09,221.85,130.48,221.85,54.61,148.29,132.44,221.85
noViolencia,NV_373.mp4,10,1,5.94980001449585,134.91,72.89,137.98,70.09,132.39,69.53,141.9,72.61,128.76,70.09,143.85,95.26,120.38,92.74,147.21,125.18,115.35,126.58,149.44,149.23,122.05,149.79,141.9,150.63,126.8,150.35,139.94,193.42,129.6,190.62,141.34,215.79,130.44,215.79
noViolencia,NV_373.mp4,20,0,9.500900268554688,134.02,74.83,138.22,70.91,132.35,70.63,46.5,80.14,81.73,89.66,29.45,145.89,71.95,157.09,73.91,187.3,125.08,219.48,107.74,148.97,109.14,149.53,29.45,219.48,122.0,219.48,44.27,219.48,124.8,219.48,50.7,159.32,128.15,219.48
noViolencia,NV_373.mp4,20,1,4.5493998527526855,134.75,73.31,137.82,71.07,132.24,69.67,140.61,73.03,128.33,71.91,140.61,93.46,121.35,93.18,141.45,122.86,118.0,128.45,146.47,141.33,133.91,140.77,138.66,152.25,127.21,153.09,136.98,194.52,125.54,198.72,135.87,221.96,125.26,221.96
noViolencia,NV_373.mp4,30,0,7.885200023651123,137.85,74.11,137.85,70.75,87.78,74.39,46.66,78.86,83.3,85.86,27.92,147.96,72.95,159.43,46.1,212.03,128.62,221.82,108.76,151.6,110.44,152.44,37.15,221.82,128.34,221.82,45.26,221.82,128.06,221.82,53.37,159.15,130.02,221.82
noViolencia,NV_373.mp4,30,1,11.57610034942627,136.12,74.26,139.2,71.74,133.88,70.34,141.99,73.98,129.69,70.62,140.03,91.33,122.42,89.09,139.2,117.65,116.55,121.85,145.63,141.17,129.69,116.53,138.08,135.57,125.22,137.81,137.8,169.72,126.34,170.28,136.96,192.68,125.5,192.68
noViolencia,NV_373.mp4,40,0,26.583900451660156,131.7,74.18,131.7,70.54,126.94,69.7,47.42,78.66,83.26,86.78,26.98,145.01,88.86,173.84,49.94,210.24,110.42,220.31,81.3,168.52,131.7,220.31,36.22,220.31,122.74,140.81,49.38,220.31,121.34,174.68,56.1,155.65,51.06,147.25
noViolencia,NV_373.mp4,40,1,10.00409984588623,129.74,73.85,132.54,71.05,127.5,70.49,135.89,73.85,123.03,70.77,132.26,91.21,116.03,90.37,133.94,119.76,110.16,122.28,139.81,143.0,118.55,105.2,131.14,139.92,120.23,139.64,130.02,184.99,120.79,175.47,132.26,218.02,122.75,218.02
noViolencia,NV_373.mp4,50,0,18.903499603271484,125.8,72.08,125.8,67.32,88.34,76.28,46.97,80.48,84.15,90.84,29.91,144.31,100.64,188.27,50.04,211.5,113.78,219.9,78.28,169.51,117.41,107.92,38.3,219.9,114.34,219.9,45.29,219.9,111.54,198.9,57.87,147.95,50.6,147.67
noViolencia,NV_373.mp4,50,1,5.079100131988525,125.85,71.56,129.47,69.32,123.9,67.37,132.81,71.0,120.0,67.93,130.02,87.49,113.32,87.21,131.69,116.56,108.87,124.39,135.03,142.0,117.5,104.26,129.19,138.64,117.5,138.92,128.63,167.43,118.61,170.51,127.8,215.79,119.45,207.69
