categoria,video,frame,persona_id,velocidad_media,x_0,x_1,x_2,x_3,x_4,x_5,x_6,x_7,x_8,x_9,x_10,x_11,x_12,x_13,x_14,x_15,x_16,y_0,y_1,y_2,y_3,y_4,y_5,y_6,y_7,y_8,y_9,y_10,y_11,y_12,y_13,y_14,y_15,y_16
noViolencia,NV_70.mp4,0,0,0.0,70.51,52.98,88.7,41.79,74.15,38.72,118.93,75.63,120.61,75.07,151.4,181.06,50.08,147.5,156.99,219.93,23.77,219.93,79.19,170.15,23.49,186.09,139.36,198.68,9.22,219.93,160.35,219.93,151.12,164.84,65.76,129.88,28.53,219.93
noViolencia,NV_70.mp4,0,1,0.0,189.13,29.74,188.57,3.15,161.71,37.02,198.08,13.79,144.09,41.22,209.27,57.18,155.0,61.37,186.61,33.1,148.01,107.84,189.41,142.28,152.2,60.53,220.18,146.2,166.19,142.0,186.05,159.35,182.41,159.35,196.68,210.02,216.26,220.1
noViolencia,NV_70.mp4,10,0,24.06730079650879,166.51,51.59,27.12,79.0,74.71,36.76,127.61,75.37,129.57,74.81,160.36,175.52,57.07,148.38,159.24,218.6,34.68,218.6,88.98,145.31,40.84,162.93,147.2,191.47,48.39,218.6,165.95,178.04,164.27,170.76,86.46,137.75,34.4,218.6
noViolencia,NV_70.mp4,10,1,162.88270568847656,13.24,104.41,23.04,78.39,13.52,81.19,46.0,77.0,14.92,13.51,84.35,179.08,12.12,171.25,91.07,216.28,39.28,84.27,40.12,164.26,40.96,164.54,71.47,185.52,67.55,186.08,34.8,45.95,23.88,216.28,30.6,216.28,34.24,198.38
noViolencia,NV_70.mp4,10,2,0.0,163.37,49.69,175.1,38.78,157.51,39.62,220.07,13.31,161.7,45.21,194.93,150.45,166.45,68.16,200.52,34.86,160.3,114.63,204.71,144.01,172.03,161.09,178.46,132.26,144.38,129.74,197.45,158.57,194.65,157.45,175.66,139.26,173.71,136.74
noViolencia,NV_70.mp4,20,0,24.07900047302246,176.14,51.79,33.47,78.39,76.83,19.88,133.06,75.59,133.9,75.31,157.68,168.83,67.6,148.39,140.33,218.39,30.95,218.39,51.65,148.95,54.17,147.83,69.0,218.39,16.13,218.39,171.66,169.39,169.42,164.07,37.11,71.39,47.46,168.27
noViolencia,NV_70.mp4,20,1,55.98379898071289,15.23,29.22,25.28,16.34,9.92,17.74,68.82,30.06,4.34,28.66,67.14,81.01,21.37,169.75,41.19,193.55,33.37,215.94,54.3,145.68,51.23,151.28,73.84,163.87,30.58,162.75,41.19,96.69,38.95,94.73,50.4,155.2,49.0,159.96
noViolencia,NV_70.mp4,20,2,37.633201599121094,206.73,24.25,210.65,18.66,205.61,20.06,173.18,27.89,191.35,27.05,179.05,70.12,180.17,69.56,172.06,112.35,175.7,108.43,213.16,138.92,206.73,51.94,194.15,137.24,175.7,139.2,209.53,151.78,207.01,151.5,182.69,138.64,182.97,140.04
noViolencia,NV_70.mp4,20,3,0.0,188.48,186.87,209.65,173.43,203.8,173.99,217.18,175.39,187.93,178.47,185.98,223.54,217.18,146.0,219.96,206.18,220.52,207.3,214.67,168.12,215.23,168.4,215.23,210.66,197.4,215.7,220.52,207.58,205.75,147.96,202.69,223.54,215.23,171.75
noViolencia,NV_70.mp4,30,0,114.25759887695312,175.03,54.31,223.86,174.69,168.89,41.71,178.66,20.43,199.31,24.07,175.31,167.13,188.98,69.15,163.87,130.18,175.59,134.38,215.21,60.19,215.49,61.31,156.9,144.74,169.17,134.66,213.82,208.57,165.55,132.7,187.59,130.18,190.1,133.82
