categoria,video,frame,persona_id,velocidad_media,x_0,x_1,x_2,x_3,x_4,x_5,x_6,x_7,x_8,x_9,x_10,x_11,x_12,x_13,x_14,x_15,x_16,y_0,y_1,y_2,y_3,y_4,y_5,y_6,y_7,y_8,y_9,y_10,y_11,y_12,y_13,y_14,y_15,y_16
violencia_limpios,V_18.mp4,0,0,0.0,815.07,55.37,836.17,40.98,991.58,167.59,708.59,208.83,968.56,208.83,1015.57,418.88,665.42,416.96,521.52,553.16,682.68,251.99,680.77,131.14,680.77,132.1,681.73,564.67,727.77,586.73,655.82,394.9,649.11,403.53,1013.65,653.87,853.44,603.03
violencia_limpios,V_18.mp4,0,1,0.0,654.71,241.92,847.45,51.08,780.33,54.91,691.15,202.6,892.52,215.07,487.85,710.89,925.13,653.35,487.85,678.28,678.68,250.56,679.64,133.55,679.64,133.55,472.51,710.89,733.34,586.22,488.81,679.24,652.79,411.67,494.57,676.36,834.03,564.16
violencia_limpios,V_18.mp4,10,0,310.9661865234375,1132.94,39.99,693.52,205.02,664.74,214.61,1094.57,129.22,1088.81,88.92,1075.38,159.92,719.42,27.52,1076.34,191.58,674.33,187.75,1231.77,702.01,673.37,63.98,948.73,330.7,768.36,300.0,976.56,550.41,756.84,541.78,748.21,565.77,969.84,702.01
violencia_limpios,V_18.mp4,10,1,266.8673095703125,526.78,217.48,555.58,189.67,540.22,183.91,543.1,187.75,596.87,193.5,475.9,648.17,587.27,229.95,622.79,604.04,375.09,582.94,562.3,304.77,420.21,677.9,590.15,708.6,447.09,708.6,599.75,357.53,466.3,314.36,624.71,603.08,620.87,601.16
violencia_limpios,V_18.mp4,20,0,443.0979919433594,523.0,91.67,552.75,65.77,490.38,65.77,580.57,80.16,517.25,117.57,394.43,225.95,402.1,226.91,708.19,659.5,405.94,376.54,593.05,230.75,592.09,229.79,681.32,696.91,468.31,487.81,455.84,610.58,474.07,510.83,450.08,634.56,453.92,624.01
violencia_limpios,V_18.mp4,20,1,338.63238525390625,210.88,377.34,208.01,312.07,296.21,305.36,258.82,302.48,201.29,310.15,370.98,583.71,201.29,491.57,382.49,709.46,131.31,653.78,370.03,663.38,306.75,709.46,126.52,242.96,130.35,668.18,155.28,517.48,153.36,499.25,367.15,679.7,307.71,709.46
violencia_limpios,V_18.mp4,20,2,0.0,621.22,268.05,631.77,237.35,606.83,238.31,630.81,385.08,511.85,137.58,636.57,207.61,768.0,165.4,704.69,663.29,856.27,679.6,587.64,224.88,588.6,223.92,739.22,319.85,885.05,310.26,722.91,562.56,859.14,652.74,681.66,684.39,860.1,712.21
violencia_limpios,V_18.mp4,20,3,0.0,209.19,366.4,211.11,313.62,200.55,314.58,213.03,316.5,204.39,310.74,391.48,217.67,399.15,222.46,404.91,395.19,243.73,248.37,176.57,717.6,307.05,717.6,284.98,562.15,318.56,576.54,167.93,508.42,153.54,499.78,122.84,717.6,373.25,670.58
violencia_limpios,V_18.mp4,30,0,339.55419921875,388.73,0.73,388.73,0.73,432.73,33.3,538.91,0.73,388.73,91.73,524.56,0.73,388.73,0.73,506.39,91.73,388.73,0.73,505.43,91.73,426.99,6.48,518.82,5.52,439.43,3.6,504.48,87.9,434.65,71.61,504.48,91.73,435.6,91.73
violencia_limpios,V_18.mp4,30,1,582.11181640625,539.26,329.38,525.83,284.28,520.07,291.0,983.7,421.49,543.1,314.98,973.14,164.35,973.14,180.66,584.38,596.11,1090.25,356.24,488.39,717.0,1025.93,208.48,842.59,247.82,971.22,209.44,844.51,661.35,862.75,637.37,855.07,664.23,851.23,644.08
violencia_limpios,V_18.mp4,30,2,251.41700744628906,559.25,359.41,561.17,359.41,571.71,359.41,563.08,359.41,642.65,359.41,546.79,428.45,655.11,429.41,517.07,511.87,678.11,550.23,504.61,577.08,673.32,620.23,563.08,619.27,655.11,645.16,476.81,619.27,641.69,714.2,480.65,688.31,483.52,665.3
violencia_limpios,V_18.mp4,40,0,551.5155029296875,544.43,223.19,551.15,204.96,588.57,218.39,598.16,180.97,642.3,22.64,665.33,271.17,1080.81,231.82,1069.3,231.82,1239.14,425.66,542.51,709.69,1239.14,430.45,908.1,143.54,1075.05,232.78,968.55,529.29,1082.73,241.42,1020.36,709.69,1010.77,709.69
